title,cover,city,region,address,rooms_desc,area_range,all_ready,price,hourseDecoration,company,hourseType,on_time,open_date,tags,totalPrice_range,sale_status,detail_url
君地天城,https://image1.ljcdn.com/newhouse-user-image/704c113844a7dde7dae829f54d68cb31.png,长春,汽车产业开发区,腾飞路111号,"[""3""]","[""127""]",1,8400,毛坯,长春君地房地产开发有限公司,住宅,2020-04-10 09:42:26,2020-08-20,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u5f00\u53d1\u533a"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""100""]",3,https://cc.fang.lianjia.com/loupan/p_jdtcbkcua/
君地天城,https://image1.ljcdn.com/newhouse-user-image/704c113844a7dde7dae829f54d68cb31.png,长春,汽车产业开发区,腾飞路111号,"[""1""]","[""58"", ""128""]",1,6000,毛坯,长春君地房地产开发有限公司,商业,2020-07-21 11:19:57,2020-08-20,"[""\u4f4e\u603b\u4ef7"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5f00\u53d1\u533a"", ""\u914d\u5957\u9f50\u5168""]","[""35"", ""74""]",3,https://cc.fang.lianjia.com/loupan/p_jdtcbkcuc/
国信·南山翰林府,https://image1.ljcdn.com/newhouse-user-image/932978df4f008099c2a90c2d9902dea5.jpg,长春,双阳区,东北师范大学双阳实验学校西侧（净月区净月大街南延线18公里处）,"[""1"", ""2"", ""3"", ""4""]","[""56"", ""168""]",1,9300,非毛坯,吉林省同仁众和房地产开发有限公司,住宅,2020-04-10 09:42:26,2019-07-31,"[""\u5f00\u53d1\u533a"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u5a31\u4e50\u4e30\u5bcc"", ""\u4e09\u7532\u533b\u9662""]","[""58.5"", ""156""]",3,https://cc.fang.lianjia.com/loupan/p_gxshlfbkdda/
新星宇·诗书世家,https://image1.ljcdn.com/newhouse-user-image/53a540770d1e92c3d8535e5c5a6ec325.png,长春,高新北区,远达大街与锦普路交会处,"[""3"", ""4""]","[""89"", ""135""]",1,10500,非毛坯,长春市呈沅奥创房地产开发有限责任公司,住宅,2020-04-10 09:43:44,2019-08-28,"[""\u4f4e\u603b\u4ef7"", ""\u5730\u94c1\u6cbf\u7ebf"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u7f8e\u98df\u4e91\u96c6""]","[""99.6"", ""151""]",3,https://cc.fang.lianjia.com/loupan/p_xxyssjbkemg/
华润崑崙御,https://image1.ljcdn.com/newhouse-user-image/2f4273c9d7173fb7971c52dd09e79a00.jpg,长春,净月区,生态西街与丙四十六路交汇,"[""3""]","[""104"", ""128""]",1,10000,非毛坯,长春华润聚业房地产开发有限公司,住宅,2021-03-03 16:01:44,2020-06-26,"[""3D\u697c\u4e66"", ""\u89c6\u9891\u770b\u623f"", ""\u73b0\u623f"", ""\u4f4e\u5bc6\u5c45\u6240""]","[""100"", ""125""]",3,https://cc.fang.lianjia.com/loupan/p_hrzdklybkeun/
长春远大购物广场,https://image1.ljcdn.com/newhouse-user-image/e680734f224eb5c63d746bb20ebcc9cb.jpeg,长春,南关区,华庆路与新明街交汇,"[""2"", ""3""]","[""61"", ""117""]",1,13000,非毛坯,长春远大房地产置业有限公司,住宅,2020-04-10 11:06:17,2019-06-16,"[""\u4f4e\u603b\u4ef7"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u533b\u7597\u914d\u5957""]","[""125"", ""146""]",3,https://cc.fang.lianjia.com/loupan/p_ccydgwgcbkfnn/
融汇中央广场,https://image1.ljcdn.com/newhouse-user-image/8fc18fabcae73bff7c1cea4721f213f4.jpg,长春,经开区,经开北海路与仙台大街交汇北海公园南侧,"[""3"", ""4""]","[""115"", ""149""]",1,11500,毛坯,长春瑞美房地产开发有限公司,住宅,2020-10-28 10:59:38,2021-07-99,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""132"", ""170""]",3,https://cc.fang.lianjia.com/loupan/p_rhyfbkgcv/
龙腾·香格里,https://image1.ljcdn.com/newhouse-user-image/0f6a999dcc8da18960ae0ddbfc377846.jpg,长春,二道区,东环城路与乾安路交汇处北行150米,"[""2"", ""3""]","[""78"", ""128""]",1,8300,毛坯,长春顺风房地产开发建设有限公司,住宅,2020-04-10 09:43:44,2021-12-08,"[""\u4f4e\u603b\u4ef7"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""65"", ""110""]",3,https://cc.fang.lianjia.com/loupan/p_ltxglbkguf/
绿地金成汇,https://image1.ljcdn.com/newhouse-user-image/28ab72d058b40615fb6b68b78ac2468a.jpg,长春,高新区,高新区超群南街与超越大街交汇处南行200米,"[""""]","[""""]",1,16000,毛坯,长春滨湖房地产开发有限公司,商业,2020-04-10 09:44:17,2019-06-29,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u5a31\u4e50\u4e30\u5bcc"", ""\u533b\u7597\u914d\u5957""]","[""264""]",3,https://cc.fang.lianjia.com/loupan/p_ldcbkgzx/
青阳华府,https://image1.ljcdn.com/newhouse-user-image/08c34c3f5bd359d141079f4d721a074f.jpg,长春,经开区,世纪大街与东新路交汇,"[""2"", ""3""]","[""81"", ""130""]",1,8300,毛坯,长春市朗惠房地产开发有限责任公司,住宅,2020-07-21 15:25:11,2021-06-07,"[""\u4f4e\u603b\u4ef7"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168""]","[""78"", ""125""]",3,https://cc.fang.lianjia.com/loupan/p_qyhfbkhjx/
希派创意城,https://image1.ljcdn.com/newhouse-user-image/4687ddb2058f91199e95685f78a68893.jpg,长春,南关区,南湖中街2888号,"[""1""]","[""42"", ""93""]",1,11000,非毛坯,吉林省永荣房地产开发有限公司,商业类,2020-04-10 09:45:29,2019-07-13,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u533b\u7597\u914d\u5957""]","[""46.2"", ""102.3""]",3,https://cc.fang.lianjia.com/loupan/p_xpcycbkiay/
魔力PARK,https://image1.ljcdn.com/newhouse-user-image/94ec324b2599c9c9935b4fe340074913.png,长春,净月区,新城大街与天富北路交会处（农大西门）,"[""1""]","[""20"", ""94""]",1,12000,毛坯,吉林和信房地产开发有限公司,商业类,2020-06-22 13:23:50,2019-07-03,"[""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u533b\u7597\u914d\u5957"", ""\u5c0f\u6237\u578b""]","[""23"", ""100""]",3,https://cc.fang.lianjia.com/loupan/p_mlPARKbkipy/
金盛九里新城,https://image1.ljcdn.com/newhouse-user-image/c6574d967a9943809672d1e3906186ff.jpg,长春,双阳区,长清公路与奢新北路交会处,"[""1"", ""2"", ""3""]","[""57"", ""160""]",1,6300,非毛坯,吉林奥特莱斯世界名牌折扣城有限公司,住宅,2020-04-10 09:45:29,2019-09-24,"[""\u8d2d\u7269\u65b9\u4fbf"", ""\u5a31\u4e50\u4e30\u5bcc"", ""\u5c0f\u6237\u578b"", ""VR\u770b\u623f""]","[""30"", ""119""]",3,https://cc.fang.lianjia.com/loupan/p_jsypbkjfa/
阳光硅谷,https://image1.ljcdn.com/newhouse-user-image/a76b5f01683d5f97a851f3bb14375ac7.jpg,长春,高新区,硅谷大街与荷园路交会,"[""1""]","[""35"", ""66""]",1,8000,毛坯,吉林海联实业有限公司,商业类,2020-04-10 09:59:02,2021-06-29,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""33"", ""48""]",3,https://cc.fang.lianjia.com/loupan/p_ygggbkjyk/
倚澜观邸,https://image1.ljcdn.com/newhouse-user-image/915bf9dd18c0464f1ff6138a2ed33972.png,长春,高新区,飞跃路与硅谷大街交汇处南行500米,"[""3""]","[""145"", ""153""]",1,13500,毛坯,长春市侨兴房屋建设开发有限责任公司,住宅,2020-04-10 09:59:02,2017-05-31,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""210"", ""221""]",3,https://cc.fang.lianjia.com/loupan/p_ylgdyqbkkdg/
倚澜观邸,https://image1.ljcdn.com/newhouse-user-image/915bf9dd18c0464f1ff6138a2ed33972.png,长春,高新区,飞跃路与硅谷大街交汇处南行500米,"[""1""]","[""27"", ""40""]",1,9500,毛坯,长春市侨兴房屋建设开发有限责任公司,商业类,2020-04-10 09:59:02,2013-07-17,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""30.1"", ""39""]",3,https://cc.fang.lianjia.com/loupan/p_ylgdyqbkkdj/
垠禄新界,https://image1.ljcdn.com/newhouse-user-image/3c96e1d3a9257ba1eb8fa36964bdb0be.png,长春,经开区,临河街与自由大路交汇,"[""3"", ""4"", ""5""]","[""169"", ""273""]",1,14000,毛坯,长春垠禄房地产开发有限公司,住宅,2020-11-10 10:46:32,2017-04-02,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""250"", ""341""]",3,https://cc.fang.lianjia.com/loupan/p_ylxjbkkdk/
垠禄新界,https://image1.ljcdn.com/newhouse-user-image/3c96e1d3a9257ba1eb8fa36964bdb0be.png,长春,经开区,临河街与自由大路交汇,"[""1""]","[""30"", ""50""]",1,13000,非毛坯,长春垠禄房地产开发有限公司,商业类,2020-04-10 09:59:02,2017-04-01,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""39"", ""60""]",3,https://cc.fang.lianjia.com/loupan/p_ylxjbkkdl/
万盛珑玺,https://image1.ljcdn.com/newhouse-user-image/c3a7f83c26611a76b213422d927d1918.jpg,长春,宽城区,宽城区北环城路与小南街交汇,"[""2"", ""3"", ""4""]","[""79"", ""128""]",1,8500,毛坯,长春万盛国邦置业有限责任公司,住宅,2019-09-05 16:09:59,2019-09-21,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""85""]",3,https://cc.fang.lianjia.com/loupan/p_wslxbkkrh/
力旺新大麓,https://image1.ljcdn.com/newhouse-user-image/28da5d96573dec74d0350c58b18ed07c.png,长春,宽城区,学建大路和兴铁街交汇,"[""2"", ""3"", ""4""]","[""64"", ""130""]",1,7500,非毛坯,力旺集团有限公司,住宅,2020-04-10 09:59:02,2020-08-22,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u5f00\u53d1\u533a"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u7f8e\u98df\u4e91\u96c6""]","[""45"", ""110""]",3,https://cc.fang.lianjia.com/loupan/p_lwxdlbklor/
国信净月府,https://image1.ljcdn.com/newhouse-user-image/4cffba0878edf23e7092fd50b7315f82.jpg,长春,净月区,聚业大街与永顺路交汇,"[""4"", ""5"", ""6""]","[""180"", ""485""]",1,14500,毛坯,华瀚投资集团长春净月房地产开发有限公司,别墅,2020-04-10 09:42:26,2018-07-24,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""420"", ""728""]",3,https://cc.fang.lianjia.com/loupan/p_gxjyfbklua/
天禄·金典名城,https://image1.ljcdn.com/newhouse-user-image/c74d91455c37dca8d8897593ad44d29f.jpg,长春,二道区,吉林省长春市二道区远达大街辅路,"[""2"", ""3""]","[""82"", ""148""]",1,9000,毛坯,长春天禄房地产开发有限公司,住宅,2020-12-04 16:39:26,2020-09-11,"[""\u8fd1\u4e3b\u5e72\u9053"", ""\u4e34\u8fd1\u9ad8\u901f"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""81"", ""137""]",3,https://cc.fang.lianjia.com/loupan/p_tljdmcbkmar/
中海·玺悦,https://image1.ljcdn.com/newhouse-user-image/c6d641d7399a1c272b52701bfb9054fa.jpg,长春,经开北区,长春市北湖科技开发区盛北大街与达盛路交汇处,"[""2"", ""3""]","[""88"", ""320""]",1,12000,毛坯,长春海胜房地产开发有限公司,住宅,2020-04-10 09:59:02,2019-10-01,"[""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u4e09\u7532\u533b\u9662"", ""\u533b\u7597\u914d\u5957""]","[""97"", ""304""]",3,https://cc.fang.lianjia.com/loupan/p_zhljyfbkmhm/
保利·和光尘樾,https://image1.ljcdn.com/newhouse-user-image/3ee7ce25006cdf0b76d27e8b3ae2bdc5.jpg,长春,净月区,临河街和天青路交会,"[""2"", ""3"", ""4""]","[""90"", ""135""]",1,11800,非毛坯,长春国峰房地产开发有限公司,住宅,2020-04-10 09:59:02,2020-09-29,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""138"", ""167""]",3,https://cc.fang.lianjia.com/loupan/p_blhgcybkmlm/
融汇中央广场公寓,https://image1.ljcdn.com/newhouse-user-image/b0b95b53064e945a9d4ded7223e6dc55.jpg,长春,经开区,经开北海路与仙台大街交会北海公园南侧,"[""1""]","[""40"", ""79""]",1,8000,毛坯,长春瑞美房地产开发有限公司,商业类,2020-10-28 10:59:38,2019-05-99,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""32"", ""63.2""]",3,https://cc.fang.lianjia.com/loupan/p_rhyfbknvq/
恒居壹号,https://image1.ljcdn.com/newhouse-user-image/ad9314193425722d9b6f173d7e9e7905.jpg,长春,农安县,北青年路恒居壹号,"[""1"", ""2"", ""3""]","[""56"", ""128""]",1,5100,毛坯,吉林省恒居房地产开发有限公司,住宅,2020-04-10 09:59:02,2020-09-12,"[""\u8fd1\u4e3b\u5e72\u9053"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708"", ""\u533b\u7597\u914d\u5957""]","[""33.8"", ""65""]",3,https://cc.fang.lianjia.com/loupan/p_hjyhbkodf/
华大城,https://image1.ljcdn.com/newhouse-user-image/6af5248f19589ba574b7fb4a755337c8.jpg,长春,宽城区,宽城区小南街（华大城三期北侧50米）,"[""2""]","[""72"", ""87""]",1,8500,非毛坯,长春华大房地产开发有限责任公司,住宅,2020-04-10 09:59:02,2020-08-21,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u533b\u7597\u914d\u5957""]","[""61"", ""74""]",3,https://cc.fang.lianjia.com/loupan/p_hdcbkona/
亚泰IN拾光,https://image1.ljcdn.com/newhouse-user-image/48a40a23a2b824977f16429b9c16d15d.jpg,长春,宽城区,嫩江路4号,"[""1""]","[""42"", ""75""]",1,9500,非毛坯,长春兰海投资置业有限责任公司,商业类,2020-04-10 09:59:02,2019-11-09,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""40"", ""71""]",3,https://cc.fang.lianjia.com/loupan/p_ytINsgbkosb/
金地风華雅筑,https://image1.ljcdn.com/newhouse-user-image/b3df339bd30feeedf047c53e5c189f5b.jpg,长春,高新区,高新区超凡大街与宜居南路交会,"[""2"", ""3"", ""4""]","[""95"", ""306""]",1,13400,毛坯,长春金地至胜房地产开发有限公司,住宅,2020-08-13 11:59:56,2019-08-17,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u533b\u7597\u914d\u5957""]","[""240"", ""275""]",3,https://cc.fang.lianjia.com/loupan/p_jdfhyzbkpej/
万科金域蓝湾,https://image1.ljcdn.com/newhouse-user-image/f62cd662837f9d21c87f0140938a0dca.jpg,长春,高新北区,北湖科技开发区龙湖大路与北湾东街交会,"[""3"", ""4""]","[""105"", ""143""]",1,10500,非毛坯,吉林省昊悦房地产开发有限公司,住宅,2020-11-10 10:46:32,2020-10-01,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u6210\u719f\u5546\u5708"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""126"", ""179""]",3,https://cc.fang.lianjia.com/loupan/p_wkjylwbkptb/
富诚·尚品,https://image1.ljcdn.com/newhouse-user-image/9600f5e0b2265261037ad1c93e26c9e6.jpg,长春,朝阳区,经开大街与清源路交汇,"[""2""]","[""88"", ""105""]",1,4900,毛坯,吉林省富诚房地产开发有限公司,住宅,2020-04-10 11:06:17,2020-07-22,"[""\u4f4e\u603b\u4ef7"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u5f00\u53d1\u533a"", ""\u6210\u719f\u5546\u5708""]","[""41"", ""49""]",3,https://cc.fang.lianjia.com/loupan/p_fcspbkqdr/
中东港,https://image1.ljcdn.com/hdic-resblock/12a7b0f4-7dc8-4295-a94f-e710bace7627.jpg,长春,宽城区,北环城路与九台北路交汇,"[""1"", ""2""]","[""28"", ""67""]",1,9400,非毛坯,长春中东广场房地产开发有限公司,商业,2020-08-11 15:24:41,2018-06-20,"[""\u4f4e\u603b\u4ef7"", ""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168""]","[""63""]",3,https://cc.fang.lianjia.com/loupan/p_zdgbkqgt/
力旺中车城,https://image1.ljcdn.com/newhouse-user-image/6ed3745fbeb0c4f5a4e699f756cb7dae.png,长春,宽城区,建业大街与物华路交汇处,"[""2"", ""3"", ""4""]","[""60"", ""136""]",1,7499,非毛坯,吉林省新村房屋开发有限公司,住宅,2020-08-11 15:24:41,2020-11-01,"[""\u5f00\u53d1\u533a"", ""\u8d2d\u7269\u65b9\u4fbf"", ""3D\u697c\u4e66"", ""\u89c6\u9891\u770b\u623f""]","[""39"", ""118""]",3,https://cc.fang.lianjia.com/loupan/p_lwzccbkrir/
顺达·理想城,https://image1.ljcdn.com/newhouse-user-image/09997a0f246e8b7079f5f8ab40a7b560.jpg,长春,农安县,合隆镇北青年路与合平路交汇西行300米，顺达·理想城,"[""2"", ""3""]","[""95"", ""140""]",1,4800,毛坯,吉林省顺达房地产开发有限公司,住宅,2020-04-10 11:06:17,2020-05-09,"[""\u8fd1\u4e3b\u5e72\u9053"", ""\u5f00\u53d1\u533a"", ""\u6210\u719f\u5546\u5708"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""55.4"", ""75.3""]",3,https://cc.fang.lianjia.com/loupan/p_sdlxcbkror/
双泽 润和园,https://image1.ljcdn.com/newhouse-user-image/f9f9b0f0bce2ae04a6f436c2880b8781.jpg,长春,朝阳区,硅谷大街双泽 润和园,"[""2"", ""3""]","[""93"", ""127""]",1,6300,毛坯,吉林省双泽房地产开发有限公司,住宅,2020-04-10 11:06:17,2020-04-99,"[""\u4f4e\u603b\u4ef7"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u8d85\u5e02"", ""\u533b\u7597\u914d\u5957""]","[""60"", ""79""]",3,https://cc.fang.lianjia.com/loupan/p_szrhybkros/
华源公园1号三期,https://image1.ljcdn.com/newhouse-user-image/3f4401126075562f7f52a8000435aade.jpg,长春,宽城区,吉林省长春市宽城区北环城路与凯旋路交汇北行500米处,"[""2"", ""3""]","[""67"", ""111""]",1,8350,毛坯,上海大世界（集团）长春房地产开发有限公司,住宅,2020-04-10 09:11:17,2020-04-10,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u5a31\u4e50\u4e30\u5bcc"", ""\u533b\u7597\u914d\u5957""]","[""54"", ""91""]",3,https://cc.fang.lianjia.com/loupan/p_hygy1hsqbkrsr/
岭城一号,https://image1.ljcdn.com/newhouse-user-image/579037c853072d56530cd012dd21ea58.jpg,长春,汽车产业开发区,公主岭区大岭镇长郑公路与天府路交会,"[""1"", ""2"", ""3""]","[""57"", ""110""]",1,4600,毛坯,吉林省元友房地产开发有限公司,住宅,2020-08-11 15:27:26,2020-12-05,"[""\u4f4e\u603b\u4ef7"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u7f8e\u98df\u4e91\u96c6"", ""\u533b\u7597\u914d\u5957""]","[""24"", ""50.6""]",3,https://cc.fang.lianjia.com/loupan/p_lcyhbkrtq/
万晟新阳光,https://image1.ljcdn.com/newhouse-user-image/3e60291679ccf7fbdbbf070a5045109e.jpg,长春,九台区,卡伦老街2899-72号,"[""2"", ""3""]","[""84"", ""112""]",1,4800,毛坯,长春万晟房地产开发有限公司,住宅,2020-08-13 11:59:56,2020-09-30,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u6210\u719f\u5546\u5708"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""41"", ""60""]",3,https://cc.fang.lianjia.com/loupan/p_wsxygbkrvp/
碧桂园·星钻,https://image1.ljcdn.com/newhouse-user-image/ea28d145410b2b701191014ab3e161eb.jpg,长春,经开区,大连路与锦州街交会,"[""2"", ""3""]","[""85"", ""115""]",1,9000,毛坯,长春碧玺房地产开发有限公司,住宅,2020-04-10 11:06:17,2020-05-99,"[""\u4f4e\u603b\u4ef7"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u914d\u5957\u9f50\u5168""]","[""73"", ""109""]",3,https://cc.fang.lianjia.com/loupan/p_bgyxzbkrzu/
新大赛维利亚小镇,https://image1.ljcdn.com/newhouse-user-image/51790111dddfd95ec4620468789670e3.jpg,长春,农安县,合隆广场旁海之恋水上乐园旁,"[""2"", ""3""]","[""81"", ""105""]",1,4300,毛坯,长春新大房地产开发有限责任公司,住宅,2020-08-13 11:53:57,2021-02-01,"[""\u8fd1\u4e3b\u5e72\u9053"", ""\u5f00\u53d1\u533a"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""40"", ""51""]",3,https://cc.fang.lianjia.com/loupan/p_xdswlybksaj/
中顺南苑,https://image1.ljcdn.com/newhouse-user-image/583a69898d3ed60161f424873cfe2f51.jpg,长春,南关区,南关南四环路与南湖中街交汇,"[""2"", ""3""]","[""100"", ""130""]",1,12500,非毛坯,吉林省中利房地产开发有限公司,住宅,2020-11-10 10:46:32,2019-06-18,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf""]","[""130""]",3,https://cc.fang.lianjia.com/loupan/p_zsnybksap/
书香蓝郡,https://image1.ljcdn.com/newhouse-user-image/37699486de21a6472949d7a805ac2101.jpg,长春,农安县,荣发路777号,"[""2"", ""3""]","[""83"", ""139""]",1,6600,毛坯,吉林省新时代房地产开发有限公司,住宅,2020-04-10 11:06:17,2021-05-01,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""70""]",3,https://cc.fang.lianjia.com/loupan/p_sxljbksfn/
金地·江山風華,https://image1.ljcdn.com/newhouse-user-image/04671bb4a1c05c538d5ec856687d078b.jpg,长春,南关区,南关区芳草街与金宇大路交汇处南行400米,"[""2"", ""3"", ""4""]","[""85"", ""170""]",1,12500,非毛坯,长春金地月盛房地产开发有限公司,住宅,2020-08-04 11:27:42,2021-10-01,"[""\u591a\u8f68\u4ea4\u6c47"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""105"", ""250""]",3,https://cc.fang.lianjia.com/loupan/p_jdjsfhbkshw/
力旺·孔雀林,https://image1.ljcdn.com/newhouse-user-image/c458c63452f9cde521645cd2b9978c33.jpg,长春,二道区,龙双公路与莲花山大路交会南行400米,"[""1"", ""2"", ""3"", ""4""]","[""117"", ""316""]",1,10500,毛坯,吉林省力旺精成房地产开发有限公司,别墅,2020-04-10 11:06:17,2020-08-19,"[""\u5f00\u53d1\u533a"", ""\u83dc\u5e02\u573a"", ""\u4e09\u7532\u533b\u9662"", ""\u65c5\u6e38\u5730\u4ea7""]","[""117"", ""400""]",3,https://cc.fang.lianjia.com/loupan/p_lwqlbksjb/
城开泰和嘉园,https://image1.ljcdn.com/newhouse-user-image/2dda7639c8e7b56d4e41763aa74f442d.jpg,长春,宽城区,亚泰大街城开泰和嘉园,"[""1""]","[""73"", ""102""]",1,15000,毛坯,长春城开利豪房地产开发有限公司,商业,2020-04-10 11:06:17,2019-10-18,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u533b\u7597\u914d\u5957""]","[""109.85"", ""154.29""]",3,https://cc.fang.lianjia.com/loupan/p_ckthjybksve/
天泽凯旋华府,https://image1.ljcdn.com/newhouse-user-image/66e72aea3b79672a38c00ca92812c3b4.jpg,长春,宽城区,长春市宽城区凯旋路与北环城路交汇北行300米,"[""2"", ""3""]","[""89"", ""137""]",1,8800,毛坯,长春市天泽房地产开发有限公司,住宅,2020-04-10 11:07:43,2021-04-01,"[""\u8fd1\u4e3b\u5e72\u9053"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u5a31\u4e50\u4e30\u5bcc"", ""\u4e09\u7532\u533b\u9662""]","[""89"", ""125""]",3,https://cc.fang.lianjia.com/loupan/p_tzkxhfbktdx/
嘉惠九里,https://image1.ljcdn.com/newhouse-user-image/50e78ca5e2b6746119076479afc9f45b.jpeg,长春,经开区,经开吉林大路与天水路交会,"[""2"", ""3""]","[""88"", ""130""]",1,11000,非毛坯,吉林省嘉华房地产开发有限公司,住宅,2020-02-17 19:04:14,2019-07-28,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""137""]",3,https://cc.fang.lianjia.com/loupan/p_jhjlbkuou/
兆丰青年路玖号,https://image1.ljcdn.com/newhouse-user-image/8ed532e97f8ea062434287e31f986945.jpg,长春,宽城区,兰家大街兆丰青年路玖号,"[""""]","[""""]",1,13500,毛坯,吉林兆丰房地产开发有限公司,底商,2020-04-10 11:06:17,2018-09-13,"[""\u516c\u4ea4\u76f4\u8fbe"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u8d2d\u7269\u65b9\u4fbf"", ""\u7f8e\u98df\u4e91\u96c6""]","[""189""]",3,https://cc.fang.lianjia.com/loupan/p_zfqnljhbkwhm/
